Relatorio;de;Eventos;Historicos;de;20/10/2020;-;00:00;ate;20/10/2020;-;15:27
20/out;15:20:57;547;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;548;CfgParCuba;bolivia;VSetPoin;4.19;4.24;--------;;;
20/out;15:20:57;548;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;548;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;548;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;549;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;549;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;549;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;VSetPoin;4.15;4.24;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;GrupoMov;3;1;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;ForcaSub;0;1;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;FcOffTen;-106.820;-122.080;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;FcGanhoT;10.103;10.113;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;550;CfgParCuba;bolivia;BandaCon;0.00;2.50;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;NumJanRR;1;3;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;LadoRefQ;2;1;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;IntervQu;02:40;04:00;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;IntervEa;2;6;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;GrupoMov;3;1;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;551;CfgParCuba;bolivia;DerivIni;0.000;0.550;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;FcGanhoT;10.132;10.113;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;552;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;553;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;554;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;FcGanhoT;10.107;10.113;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;555;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;ForcaSub;0;1;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;556;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;VSetPoin;4.17;4.24;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;VEaFraco;30.00;25.00;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;GrupoMov;4;1;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;FcGanhoT;10.103;10.113;--------;;;
20/out;15:20:57;557;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;IntervQu;02:40;04:00;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;ForcaSub;0;1;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;558;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;VSetPoin;4.21;4.24;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;NumCicRe;8;7;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;IntervQu;02:40;04:00;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;559;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;560;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;VSetPoin;4.26;4.24;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;VEaFraco;30.00;25.00;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;561;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;VSetPoin;4.17;4.24;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;NumCicRe;8;7;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;FcGanhoT;10.094;10.113;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;562;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;FcOffTen;-91.560;-122.080;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;563;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;FcOffTen;-91.560;-122.080;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;564;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;NumCicRe;8;7;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;FcOffTen;-137.340;-122.080;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;FcGanhoT;10.138;10.113;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;565;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;LadoRefQ;2;1;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;566;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;GrupoMov;4;1;--------;;;
20/out;15:20:57;567;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;GrupoMov;4;1;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;ForcaSub;0;1;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;FcOffTen;-76.300;-122.080;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;568;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;VSetPoin;4.17;4.24;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;FcGanhoT;10.157;10.113;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;569;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;VSetPoin;4.17;4.24;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;GrupoMov;4;1;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;570;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;VSetPoin;4.18;4.24;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
